Period,Altman Z-Score,Springate Score,Ohlson O-score,Zmijewski Score
1325,63.41138359,14.27129295,-5.021440366,-8.098919377
1326,17.80689432,16.13268779,-4.916726206,-8.031299574
1327,20.37542367,25.43833695,-4.8650251,-7.974320778
1328,18.16324122,13.27551635,-4.943860092,-8.062231803
1329,25.32301235,28.11958911,-4.846243918,-7.927307407
1330,24.43576853,10.78617414,-5.012650795,-8.122387883
1331,12.51630764,13.53743578,-4.761291374,-7.918053801
1332,14.31633023,17.57098056,-4.71071946,-7.87263391
1333,9.414506554,18.51163124,-4.538471054,-7.713570873
1334,19.83199134,24.91107525,-4.860728207,-8.128349455
1335,19.80460116,22.49428645,-4.8295928,-8.027685885
1336,24.63594017,26.87991583,-4.866182528,-8.034774488
1337,20.45113092,18.98206822,-4.940095502,-8.009091383
1338,38.84366551,23.26494642,-4.979873673,-8.11182904
1339,16.50583924,14.24889557,-4.835481094,-8.017176076
1340,15.73080527,23.02889994,-4.753751925,-7.905634578
1341,14.35826209,17.37044013,-4.732163256,-7.948578595
1342,16.61407241,19.66025497,-4.804863878,-7.939098163
1343,11.49586847,21.29362125,-4.683596516,-7.8610278
1344,13.18684853,6.526943284,-4.870898045,-8.03932927
1345,16.47782528,61.68740145,-4.405533122,-7.692981799
1346,21.60434037,37.71735943,-4.623626173,-7.742461647
1347,42.61490279,45.68263907,-4.784144932,-7.892459969
1348,48.38817694,100.0795308,-4.754416242,-8.015074929
1349,49.44542202,44.36673492,-4.891177972,-8.028192408
1350,31.04513425,45.76238039,-4.815823798,-7.985582988
1351,35.77745471,91.79951075,-4.756527328,-7.913436179
1352,63.49813487,33.44983435,-4.908457479,-8.013058504
1353,40.43706296,39.38253744,-4.892314089,-7.989800671
1354,25.93488006,31.775015,-4.832934359,-7.945379865
1355,34.89188701,26.49437038,-4.874093046,-8.01509925
1356,37.89592235,18.07733784,-4.995536227,-8.028429087
1357,24.12289349,14.90289764,-4.847440203,-7.967759995
1358,25.17610416,9.010362904,-4.833417657,-7.966479916
1359,16.79544194,43.99871499,-4.400260449,-7.485134023
1360,13.66616413,18.52766227,-4.735677319,-7.789274434
1361,42.77072829,15.41415047,-4.908179982,-8.030199873
1362,17.52758821,18.93225371,-4.851542536,-7.977021979
1363,13.68331001,19.03390617,-4.732905828,-7.855806132
1364,37.28560734,91.7746633,-4.815823669,-7.865229282
1365,34.84492585,26.13362434,-4.944365005,-8.040566709
1366,24.28428183,15.77679448,-4.839242542,-7.960850615
1367,108.5176311,38.04339062,-5.031422352,-8.046220035
1368,22.58118802,10.74689736,-5.013752468,-8.095350664
1369,60.32819411,51.23968884,-4.906489927,-8.007518707
1370,28.41642317,12.47626692,-4.946893768,-8.120206683
1371,17.14063386,10.26296773,-4.863334776,-7.965190077
1372,34.08185149,69.53950027,-5.03499896,-8.019260929
1373,10.71992188,10.72521063,-4.739433117,-7.884132792
1374,349.2510575,53.27522363,-5.091405491,-8.039202639
1375,45.4855328,30.68449122,-5.114129584,-8.102105473
1376,59.33264498,86.18029903,-4.962484674,-8.239746076
1377,41.42976768,35.29276893,-4.880032308,-8.037886934
1378,9.953422484,8.315262699,-4.76886183,-7.958640223
1379,182.0885544,1017.782129,-4.688877427,-7.753022594
1380,33.22414287,20.22583722,-4.960627951,-7.802723179
1381,30.06034601,38.53394102,-4.865154899,-8.01804074
1382,173.7134588,44.18176526,-5.495274779,-7.831598718
1383,15.68086658,9.088906264,-4.83512734,-8.222611932
1384,13.19844436,14.96958789,-4.72311921,-7.870257248
1385,34.01667151,72.50913056,-4.70104388,-7.864425594
1386,19.53749346,49.11847197,-4.627061685,-7.86084129
1387,51.90002614,75.93852994,-4.851448181,-7.920076246
1388,149.8084763,44.59005347,-4.852526744,-8.021674648
1389,18.98835762,12.56557844,-4.920081178,-8.003679295
1390,29.67766855,81.26787276,-4.787371402,-7.855560644
1391,57.39167368,174.7080061,-4.93657284,-7.902793638
1392,12.39521046,8.080253855,-4.771628692,-7.906535356
1393,19.58188801,23.41369446,-4.853820144,-7.984910842
1394,29.04002719,28.47703933,-5.026953952,-8.057226528
1395,14.51340484,24.22539274,-4.761248397,-7.908539538
1396,10.70279284,11.61326118,-4.777313892,-7.922973252
1397,45.99864912,34.85409018,-4.858589565,-7.932922307
1398,54.49421744,16.08397304,-5.135410991,-8.041861878
1399,81.91398051,309.2262623,-4.748584998,-7.967759709
1400,9.320819788,7.18184287,-4.743083467,-7.838931701
1401,43.61010653,15.4191972,-5.115009581,-8.006682229
1402,28.97497782,32.70561246,-4.807636497,-7.831251182
1403,18.2553842,11.68150277,-4.893306344,-7.923916
1404,142.9203708,27.47915067,-5.326689906,-8.13977488
1405,22.80495329,19.88200978,-4.940665072,-7.924372969
1406,36.12600381,17.79094689,-4.899871937,-8.065144233
1407,153.6733833,67.07686739,-5.102067264,-8.021885395
1408,30.94555073,35.61201439,-4.934798957,-8.008276142
1409,58.60273082,76.08775409,-4.930450102,-7.868921015
1410,19.29291036,37.44683414,-4.712156586,-7.895879467
1411,66.49720942,29.88509369,-5.133202419,-8.285833177
1412,7.592928738,10.44782897,-4.552608087,-7.772124814
1413,38.87127001,19.56381129,-5.186417452,-8.109489659
1414,44.03853725,42.47254955,-4.78952046,-7.710471042
1415,57.82427324,53.97074856,-5.038591137,-8.140190639
1416,70.44345235,65.38403519,-4.787401112,-7.882112597
1417,10.12765838,19.83131862,-4.605794592,-7.823101983
1418,16.98605152,18.28586929,-4.911926755,-8.139719925
1419,23.55376358,26.82265132,-4.842799017,-8.017781862
1420,41.75732009,84.08118608,-4.82935271,-7.567276533
1421,13.22716285,15.06065738,-4.809846834,-7.970996334
1422,17.29302759,30.06918074,-4.743402959,-7.889475318
1423,28.51436815,42.05406948,-4.899825925,-7.929859683
1424,24.50380623,58.47812623,-4.727911633,-7.822192885
1425,11.14392105,4.909944195,-4.810142106,-7.862044175
1426,73.11209386,26.46095846,-5.248051614,-8.247619252
1427,34.58701535,16.93823168,-5.17444517,-8.167596136
1428,206.2928789,1014.137056,-4.907440889,-7.581121491
1429,36.14600337,43.07259846,-4.908605958,-8.014690055
1430,666.5598029,2007.410431,-4.390223195,-7.647517354
1431,16.24539614,19.85665383,-4.733804444,-7.839458102
1432,18.37290146,28.07286706,-4.639716179,-7.662877816
1433,51.08957796,47.8312509,-4.884595175,-8.026781254
1434,22.59190589,44.37805163,-4.667007008,-7.728060271
1435,55.5620797,102.1362695,-4.898375505,-7.716561897
1436,121.7203882,50.69933612,-5.197159376,-7.929302009
1437,32.3258026,90.79094922,-4.618957741,-7.794207373
1438,52.65093143,62.62405021,-5.109520677,-7.855577929
1439,21.38346206,34.92205469,-4.743183894,-7.94966966
1440,20.85346836,26.33620153,-4.759179107,-7.952511586
1441,172.1048107,414.3502404,-4.574754823,-7.62564191
1442,39.50122772,99.90970312,-4.70010409,-7.769768021
1443,15.48977212,29.22021052,-4.682109822,-7.913548612
1444,46.38781343,90.49136802,-4.411087495,-6.95798166
1445,15.90962069,42.47619915,-4.631668991,-7.775869098
1446,10.03626401,33.77261892,-4.34824649,-7.534794965
1447,27.15573254,46.3856125,-4.646733301,-7.834937715
1448,24.24671103,47.49651039,-4.777207674,-7.890739604
1449,29.22342804,21.28721226,-4.832774198,-7.992267521
1450,19.21752225,19.19667482,-4.829707373,-7.99722098
1451,12.2473791,17.87079267,-4.718855105,-7.849042884
1452,91.63330014,32.46618713,-4.921070506,-8.021358113
1453,17.45682984,18.71676479,-4.737089154,-7.901873406
1454,61.58510049,26.61636063,-4.981948037,-8.130152627
1455,62.38280047,13.53065403,-5.181064068,-8.112428096
1456,50.34053361,78.07047146,-4.826467129,-8.008133236
1457,49.13062755,15.74599077,-5.045943945,-8.078450017
1458,24.64236995,13.16480078,-4.929278988,-8.002660639
1459,42.04555376,66.4470607,-4.805600427,-7.989607822
1460,14.11712319,11.730521,-4.814601064,-7.940568748
1461,449.3924175,78.70749726,-4.965628395,-8.025786409
1462,27.97852889,22.28080846,-4.88315023,-8.071950461
1463,68.44574381,69.02806715,-5.077437454,-8.168113437
1464,35.30908936,39.41490013,-4.937751054,-8.00782816
1465,13.43598249,14.83429483,-4.861901273,-8.00992639
1466,37.39192387,116.5944781,-4.822888232,-7.905463035
1467,38.73780313,15.82248102,-5.126017319,-7.984221509
1468,50.04791532,38.35723741,-4.855913826,-7.948856284
1469,37.14015773,22.71719642,-5.149228952,-8.204779166
1470,11.99819412,12.19826666,-4.698344378,-7.979002816
1471,22.26961971,10.30759537,-4.921660015,-8.009054768
1472,42.81950559,24.81140614,-5.029194675,-8.020474534
1473,101.1560531,27.9722534,-4.951692424,-8.032669721
1474,13.89902212,19.3674402,-4.731624268,-7.90983387
1475,35.18095394,53.26508764,-4.735296055,-7.947121536
1476,15.81638853,43.244608,-4.494218653,-7.75298173
1477,133.6864689,47.33051535,-4.887069347,-7.832665912
1478,51.6267488,20.61027697,-4.979240578,-7.928551695
1479,21.96757949,67.83160623,-4.636877949,-7.854774591
1480,26.41686431,70.8081947,-4.718909489,-7.907247494
1481,9.745967251,9.829215077,-4.698731109,-7.853944116
1482,29.39151024,17.30848279,-5.123293748,-8.313964694
1483,61.57512445,29.86811882,-4.958743699,-8.100756829
1484,25.59084015,19.95525949,-4.984157734,-8.07492668
1485,13.01308772,11.93909639,-4.879246187,-7.999346554
1486,39.11766954,33.52320844,-4.981382545,-7.944855982
1487,30.03552985,19.98950016,-4.848208191,-7.968750531
1488,74.03511815,99.50013885,-4.935549488,-8.060959218
1489,13.30668539,8.34027781,-4.849395207,-7.895031722
1490,27.27883678,18.31660737,-4.909152735,-7.89841859
1491,17.79626985,26.44406257,-4.817291522,-7.891000549
1492,22.19652696,12.41379326,-4.845294654,-7.920935727
1493,25.85225375,16.00657243,-5.035159659,-7.998534945
1494,271.6595562,50.40445157,-5.202910578,-8.106013651
1495,19.84390583,20.70598426,-4.885816504,-7.911788248
1496,27.74283308,22.22677387,-4.665851601,-7.808868634
1497,250.9097868,61.63663498,-4.661814026,-7.965564325
1498,24.63101064,31.71905286,-4.898132339,-8.000572162
1499,77.35720812,43.16118938,-4.959184961,-7.945853851
1500,16.77349901,36.63347739,-4.64959438,-7.856612949
1501,68.37173917,24.46371564,-5.20756956,-8.325047668
1502,7.741833452,9.205925618,-4.557878355,-7.772201076
1503,70.44741203,27.21353103,-5.164280201,-8.058616816
1504,23.01914732,20.23111172,-4.867561465,-7.982583521
1505,59.96935492,27.97715392,-5.026905418,-8.075551484
1506,58.22375604,50.59916266,-4.920350098,-8.06097277
1507,10.02655954,14.94791237,-4.673401551,-7.846976601
1508,25.51228133,19.33338318,-5.025235286,-7.99771846
1509,19.67196925,22.10818889,-4.809678897,-7.906052377
1510,23.5467956,29.51563165,-4.787409098,-7.728743118
1511,20.61227871,18.52376743,-4.886981923,-7.954373473
1512,18.78175029,31.76015476,-4.755456434,-7.891851466
1513,19.49544655,34.67724997,-4.802678425,-7.840611188
1514,19.88664686,45.80848428,-4.753262081,-7.926942365
1515,12.38981038,8.297526679,-4.838696934,-7.891593511
1516,58.63111251,24.79601308,-5.106307851,-8.064054816
1517,36.98486695,22.72226738,-5.0348374,-8.058556628
1518,18.83157364,36.19892188,-4.705495182,-7.58151218
1519,174.9250448,32.41063319,-5.088443424,-8.056875526
1520,26.92394778,9.960170299,-5.109652258,-8.120089102
1521,161.0310062,342.6826541,-5.179753418,-7.528179495
1522,14.38951541,12.32239444,-4.758425634,-7.812281243
1523,16.9175989,13.39534633,-4.823580183,-7.808134405
1524,36.00923025,52.2893481,-4.735393399,-7.846324773
1525,24.2148218,48.43749904,-4.827319362,-7.900578914
1526,48.03586048,111.6084502,-4.855485061,-7.763034278
1527,150.8554827,23.13453707,-4.987014592,-7.561681841
1528,82.24134969,105.5113532,-4.985990408,-7.889385706
1529,65.58865798,72.79372485,-4.906084831,-7.958593297
1530,20.25280302,35.74905366,-4.742979939,-7.944090916
1531,15.32286044,26.68642014,-4.748883592,-7.944441376
1532,16.74945658,23.68992081,-4.723325215,-7.913812954
1533,30.93043133,72.35277609,-4.650493268,-7.80288063
1534,7.654271672,9.757489911,-4.607778116,-7.799505051
1535,23.3107218,80.4418881,-4.530859393,-7.719525701
1536,18.29710103,40.92624791,-4.673922489,-7.850045212
1537,22.64173845,22.0297299,-4.828740606,-8.015993363
1538,14.09857047,20.0899154,-4.672854849,-7.796151665
1539,46.56362239,39.65402662,-4.906848555,-7.997222617
1540,21.35945651,19.69467,-4.799112561,-7.942326535
1541,62.00367998,47.55792022,-4.870013206,-7.85729027
1542,38.87111355,12.29813403,-5.016904363,-8.141105959
1543,48.57185705,64.42675336,-4.777982247,-7.938387367
1544,25.06773467,21.37610852,-5.026308992,-8.023434394
1545,19.12524302,11.58229954,-4.834435564,-7.90539058
1546,34.07009294,76.01269503,-4.755394594,-7.801756656
1547,13.04679814,12.21595285,-4.858627098,-7.877840131
1548,349.5530824,100.6609653,-4.981122925,-7.930617843
1549,27.29091799,27.41508587,-4.868200842,-7.983261383
1550,44.47960781,51.75662679,-4.892895553,-8.051177004
1551,188.4962569,1022.228065,-4.667292336,-7.810714085
1552,52.29589563,52.72213481,-4.813646694,-7.988577439
1553,43.55349592,54.80390327,-4.82681024,-7.6306726
1554,14.30533334,18.54395325,-4.835251342,-7.961433078
1555,28.42984359,62.34714253,-4.815253892,-7.981057739
1556,65.21425404,24.65154843,-5.091907281,-7.972135193
1557,41.91547292,42.41911773,-4.767772421,-7.963451299
1558,242.3780761,43.21958087,-4.960593125,-8.106129597
1559,15.12091564,19.65729627,-4.649587086,-7.876777075
1560,16.25862202,13.48717566,-4.799683652,-7.896841819
1561,66.15825757,22.63058323,-5.285297111,-7.99257065
1562,125.7592155,34.28148417,-5.094258467,-8.024355625
1563,14.71009225,16.32929087,-4.884417604,-7.977834019
1564,27.43782317,33.69757998,-5.050517081,-8.071013326
1565,16.99093099,17.14226277,-4.836241726,-7.908381549
1566,432.2926238,2039.35993,-4.646334812,-7.897110988
1567,5.229483206,10.49614715,-3.971597287,-7.306050062
1568,101.9972104,32.97377627,-5.019288336,-8.008466546
1569,10.56454734,30.95359241,-4.330957006,-7.294707678
1570,10.20779614,11.08645116,-4.721929139,-7.847858536
1571,13.62526873,10.41195952,-4.695195153,-7.923948314
1572,29.5434699,53.29559771,-4.695070241,-7.757032085
1573,9.773445081,14.71910609,-4.66407653,-7.839411724
1574,13.10675145,20.34337704,-4.918317033,-8.094161025
1575,72.64293998,256.3117668,-4.641714483,-7.494810733
1576,7.582752126,6.556027527,-4.681585327,-7.854709512
1577,21.60081692,53.01529645,-4.626748776,-7.679800374
1578,20.30592283,28.99927298,-4.492711267,-7.365453282
1579,558.038402,2027.721023,-4.638542369,-7.766928078
1580,14.80871645,24.19020974,-4.723278769,-7.8514433
1581,90.72127772,44.54143628,-4.931173755,-7.841856232
1582,21.42161683,28.15861999,-4.483211444,-7.240820821
1583,24.20161243,86.88352691,-4.505986826,-7.606557984
1584,13.58068122,13.73208342,-4.80091899,-7.872028875
1585,27.7736255,39.88537516,-4.739982307,-7.734757672
1586,100.9309699,40.57143035,-5.057034742,-8.063761925
1587,31.26878241,38.80050263,-4.872224977,-7.928289505
1588,12.13704429,15.05935055,-4.798032074,-7.870553259
1589,41.73794973,41.13094573,-4.879749775,-7.921939996
1590,37.4200845,26.64852526,-4.850107823,-7.845926881
1591,119.2054607,174.6822531,-4.762125768,-7.920645778
1592,16.07004162,10.40270542,-4.872971399,-7.872188028
1593,25.23295179,16.08515507,-4.750842696,-7.755219161
1594,36.01275447,34.42685279,-4.919569592,-7.979970208
1595,22.85385919,13.49690571,-4.834642212,-7.766653778
1596,31.09685435,12.51452833,-5.21614033,-8.278566245
1597,801.720722,77.18466682,-4.452443315,-8.026825596
1598,18.37744896,21.41535986,-4.86092909,-7.889911006
1599,24.77301769,40.15412417,-4.523737493,-7.639886048
1600,34.36368394,21.94854309,-4.831027214,-7.929095079
1601,19.85255289,49.22963899,-4.71592662,-7.840517474
1602,96.68992995,58.15117598,-4.892670116,-7.744955099
1603,18.2452485,34.02635588,-4.666438217,-7.894257455
1604,128.4880139,56.62337711,-5.222228639,-8.082228547
1605,7.328337619,9.490653689,-4.518786924,-7.743105207
1606,128.7021566,37.36444572,-5.026976296,-7.93028015
1607,98.3004901,28.76245744,-5.030195424,-8.010087728
1608,45.15667456,46.3960159,-4.814461283,-7.909756026
1609,61.36103473,130.816005,-4.700058706,-7.744674068
1610,17.66372857,17.05999351,-4.827801106,-7.968904535
1611,24.146154,24.57285161,-4.830501857,-7.842787183
1612,14.70958533,26.85026712,-4.731931928,-7.856259482
1613,24.85230756,27.51291891,-4.937510263,-7.769506674
1614,27.90663227,31.1888937,-5.009463025,-8.032879163
1615,18.22343128,30.43366162,-4.724257353,-7.823687917
1616,16.66543061,40.15017662,-4.736926427,-7.846930811
1617,20.52605433,53.11412481,-4.68245879,-7.865116792
1618,18.48380559,9.922901201,-4.982292793,-7.984986008
1619,119.1182743,33.59876138,-5.004942988,-7.768198843
1620,34.0472126,17.5518394,-5.039313122,-8.131105977
1621,14.69005357,17.45062019,-4.76805983,-7.840181581
1622,47.44436662,53.66045951,-4.879499973,-7.89303761
1623,91.00560656,20.47396834,-5.068882359,-8.061943712
1624,584.0996777,2036.686738,-4.645340176,-7.8647607
1625,177.9619614,231.5294667,-4.343166578,-7.407051412
1626,19.47600883,30.13649743,-4.774604386,-7.831975661
1627,16.63797337,14.3969586,-4.808044805,-7.914715456
1628,38.61026648,45.27577282,-4.836462754,-7.920966958
1629,25.167838,32.09676767,-4.884149996,-7.949103169
1630,20.93284375,23.90005525,-4.833024848,-7.894884687
1631,97.50952902,29.85421469,-5.114825105,-7.536098434
1632,50.61999882,159.6286362,-4.646843602,-7.738210768
1633,48.81636765,67.2976315,-5.023769098,-7.93649257
1634,27.02855077,40.63704031,-4.8001129,-7.960952228
1635,24.44415734,40.43307687,-4.847084335,-7.940320171
1636,23.11289112,24.67104829,-4.804137246,-7.971410782
1637,17.52709015,51.75741875,-4.558072648,-7.690452055
1638,11.23363122,10.43089129,-4.790765696,-7.849625486
1639,10.27325457,23.38961123,-4.469845482,-7.70742333
1640,18.77611034,44.20344415,-4.570846212,-7.682369002
1641,14.38698566,55.09961162,-4.244529,-7.405032188
1642,13.28471894,18.99068663,-4.685554699,-7.75219625
1643,70.2466631,44.71153829,-4.915384995,-7.981508617
1644,17.57255842,16.60242166,-4.849724124,-7.990440663
1645,79.43304528,47.62447107,-4.907039535,-7.937845019
1646,22.28456297,14.42747916,-5.024000724,-8.044339751
1647,42.760095,61.18661604,-4.778155516,-7.881281536
1648,32.49931844,20.04568565,-4.955413362,-8.033050255
1649,18.72245305,11.17459425,-4.859815603,-7.929415046
1650,28.37132615,55.60397457,-4.879490477,-7.955167277
1651,13.06534999,12.39363949,-4.856200819,-7.901908418
1652,293.4048503,88.08650379,-5.020835855,-7.943238967
1653,19.49281234,21.34123028,-4.729138206,-7.820573762
1654,41.85040445,27.74204298,-4.944216171,-8.095289074
1655,21.16130901,59.72520872,-4.686599367,-7.854798291
1656,59.76751007,51.32394837,-4.922026034,-7.951731727
1657,32.57525578,30.99879709,-4.969573565,-8.041371997
1658,20.19678582,17.19103952,-4.883650936,-7.933960818
1659,37.83559087,158.9334268,-4.575433122,-7.640195675
1660,80.91678229,14.64242818,-5.16928318,-8.001717464
1661,23.06665568,29.48777065,-4.751198783,-7.919511616
1662,50.40885655,68.34038774,-4.810820157,-7.530187441
1663,21.61386075,10.95866862,-4.807524018,-8.061557449
1664,15.51056734,12.87556427,-4.834198573,-7.954600575
1665,36.60849676,19.77347289,-5.056633062,-8.012358239
1666,74.33642567,41.13084812,-5.009391793,-7.97988478
1667,15.40921033,18.59982125,-4.845062048,-7.921819149
1668,46.18098925,50.46280178,-5.063163533,-8.076963531
1669,19.94585412,20.62440738,-4.878263791,-7.91125437
1670,55.58222303,81.31455209,-4.878269485,-8.013398937
1671,9.887900734,8.260636392,-4.692410519,-7.898610378
1672,41.59594427,10.1032627,-5.148433113,-8.128292867
1673,86.6190762,27.56622888,-4.966129178,-7.956214052
1674,8.749172746,10.73160336,-4.651621749,-7.878421165
1675,9.856925883,9.465876812,-4.718172389,-7.859781163
1676,12.45250733,11.01848267,-4.711709449,-7.950883406
1677,66.61460212,62.77417468,-4.900420575,-7.80810982
1678,11.23287549,19.54794551,-4.674360121,-7.857139039
1679,30.97611346,20.645799,-5.106509952,-8.007752988
1680,15.73447252,56.98249622,-4.416057468,-7.3737692
1681,12.36215418,9.368458209,-4.848594942,-7.921245208
1682,17.70900149,7.921979374,-4.999730635,-8.037289966
1683,69.77297124,42.52455122,-4.803143867,-8.096602456
1684,26.35978884,43.92784181,-4.843810208,-7.94873222
1685,10.84112515,28.85769302,-2.526852287,-4.258422077
1686,100.9779795,26.41279782,-5.14277174,-8.161876612
1687,367.8919318,1995.665274,-4.458513093,-7.401505306
1688,142.1827939,259.2759596,-4.756094838,-7.698446054
1689,64.49405665,50.70630558,-4.880714587,-7.480661576
1690,59.61610596,16.73533366,-5.143437788,-8.13075531
1691,115.1273752,56.72630104,-5.159353076,-7.827373731
1692,5.574113088,5.512061643,-4.297199887,-7.51254959
1693,33.32672448,99.52863534,-4.692594318,-7.784391344
1694,36.2806419,24.18865162,-4.867154926,-7.846318521
1695,31.19730706,36.01497193,-5.008990464,-8.088397224
1696,6.451978993,14.16896977,-4.266692301,-7.37529771
1697,58.98729757,37.49573069,-4.901293462,-7.957150818
1698,25.03285611,16.48914193,-4.854808059,-7.913275798
1699,18.24287203,70.19959581,-4.490359243,-7.619897372
1700,19.25148367,31.65951686,-4.74457905,-7.715741396
1701,31.53942721,34.51563412,-4.781185918,-7.797274812
1702,28.59870556,33.62204919,-4.835152751,-7.891359559
1703,9.024102517,11.34315264,-4.791282475,-7.838221975
1704,28.1432866,30.13951861,-4.911203222,-7.999600489
1705,30.29315096,21.40036094,-4.923194427,-7.96119953
1706,46.6656034,82.55586155,-4.834040433,-7.978258489
1707,19.33688875,10.26034311,-4.925143245,-7.89172328
1708,17.4938863,9.251534704,-4.917737692,-7.981741914
1709,52.86342369,21.78601931,-4.893081676,-7.918253682
1710,24.53041168,9.509252787,-4.959693273,-7.94377441
1711,36.81314634,19.46981411,-5.096697622,-8.025543197
1712,100.4013451,53.60121879,-5.085922151,-7.970290176
1713,20.80588352,20.50050924,-4.87046673,-7.914127255
1714,16.65307416,45.76464709,-4.4336391,-7.633510521
1715,29.69859314,27.69107507,-4.788716382,-7.870080796
1716,18.59161494,41.01161502,-4.707900017,-7.838999131
1717,92.32134386,51.15673712,-4.949331215,-7.919972171
1718,17.50291889,36.590202,-4.637292978,-7.816324322
1719,187.85468,60.67077171,-5.199420326,-8.124939398
1720,6.683675207,6.111004441,-4.524880747,-7.736776567
1721,101.3636412,35.59382008,-4.824554109,-7.832878644
1722,70.25456691,69.32085001,-4.741156544,-7.668197731
1723,51.43547426,37.92929107,-4.877224491,-7.95222115
1724,56.83748524,78.77799131,-4.759004531,-7.820729685
1725,13.12516647,18.297651,-4.74210262,-7.87050104
1726,24.76306969,21.45199363,-4.935545483,-7.98403873
1727,14.75600136,28.8205512,-4.710277017,-7.850364568
1728,25.24467744,22.38198236,-4.95375443,-7.901084454
1729,32.27321331,15.17747047,-5.057972458,-7.988802518
1730,18.84720846,28.9675245,-4.763687675,-7.898856008
1731,43.34523953,25.86792008,-5.012552188,-7.996730679
1732,24.22530368,45.72139419,-4.782222607,-7.903531618
1733,13.90998192,10.76701195,-4.856120253,-7.889344498
1734,9.681839185,12.91159702,-4.651118122,-7.735686282
1735,32.3323335,15.49858826,-5.038062024,-8.142353441
1736,9.583267314,9.093421708,-4.706812062,-7.843756369
1737,23.8824081,60.65943506,-4.656414485,-7.677571005
1738,91.5930371,35.30483316,-4.882212251,-7.998345169
1739,161.9746233,688.8070082,-4.69834917,-7.784185623
1740,138.6357081,53.45603707,-4.884427426,-7.940118047
1741,16.40283,28.02486361,-4.714517084,-7.804400067
1742,13.0856785,13.6518708,-4.756021046,-7.795185154
1743,41.88983874,41.27362381,-4.856287129,-7.927745812
1744,26.12274264,24.3507007,-4.85247909,-7.9241534
1745,26.04536788,30.2634056,-4.848065317,-7.781786291
1746,279.9872364,75.32927557,-4.685447834,-7.749606588
1747,31.86008262,66.23787309,-4.783262083,-7.873001749
1748,59.88555215,82.60665867,-4.802531934,-7.800992245
1749,21.87638813,34.17549169,-4.770300819,-7.916636988
1750,30.7485495,37.39609079,-4.919783701,-8.013012372
1751,14.48517974,30.112871,-4.761284857,-7.890614812
1752,66.31987279,295.4038934,-4.577889847,-7.485759141
1753,12.60926274,28.79926304,-4.451872564,-7.625499896
1754,8.476696276,14.24087356,-4.043789782,-6.558417956
1755,30.57577551,66.29065663,-4.565967679,-7.399754709
1756,8.075439341,44.51377533,-3.690789683,-6.393424748
1757,27.287458,60.96564639,-4.695292984,-7.650132092
1758,23.50342508,90.41058037,-4.578784994,-7.553021608
1759,12.93485688,14.19153314,-4.688237209,-7.752111362
1760,12.623355,38.07917248,-4.491359167,-7.725584982
1761,8.715704533,13.98192816,-4.598818247,-7.659638341
1762,83.00765549,44.20906659,-4.873768684,-7.96215627
1763,14.91752911,17.25897764,-4.769979296,-7.902015899
1764,81.61514295,45.53116025,-5.115017215,-7.93493552
1765,55.31718336,64.89574107,-4.791303808,-7.833558753
1766,28.87875235,14.4893569,-4.97147323,-8.048359538
1767,12.82112391,10.61966445,-4.77006256,-7.887882676
1768,37.61186628,56.26216762,-4.922514369,-7.99260249
1769,13.19527182,11.42903875,-4.889161524,-7.924409191
1770,342.0459827,88.89482006,-4.961423543,-7.975100923
1771,12.94671902,26.45570773,-4.576447045,-7.552274379
1772,34.00243408,40.02159254,-4.997507611,-8.143922528
1773,22.20981983,53.63488717,-4.771579222,-7.879492827
1774,54.12256453,53.05487614,-4.830812868,-7.916583408
1775,120.3087477,258.6777035,-4.789424017,-7.709229138
1776,20.81353968,18.42507186,-4.845209283,-7.898238399
1777,24.8157434,103.664299,-4.469958058,-7.56192121
1778,54.14240884,16.20308386,-4.938123672,-7.592960177
1779,25.03659264,44.42555211,-4.677850176,-7.9166323
1780,36.28082385,37.48471631,-4.96452106,-7.869910763
1781,19.57014807,13.01370717,-4.708804654,-7.917535084
1782,17.03193428,13.55990421,-4.830011236,-7.894564055
1783,19.21898797,20.90917123,-4.944054007,-7.950269471
1784,57.31363959,35.78454207,-4.949991284,-7.950071605
1785,15.853506,16.58215278,-4.858662794,-7.928313103
1786,252.6274016,62.83071485,-5.369149154,-8.074629758
1787,15.71686411,20.49705654,-4.830928021,-7.886807465
1788,41.55768201,48.99994652,-4.916984219,-8.100863191
1789,9.527467937,8.113930619,-4.632905427,-7.809332001
1790,41.62046167,12.74395463,-5.143847018,-8.152950689
1791,54.03350818,22.10637747,-4.942716771,-7.993027502
1792,9.171032343,14.57492048,-4.612431146,-7.831111452
1793,9.060254143,10.44364735,-4.665304202,-7.817287199
1794,18.49241143,15.58860321,-4.741946816,-7.998966684
1795,24.16899384,13.86783901,-5.189981555,-8.094360642
1796,37.61023843,47.42214817,-4.632707807,-7.659849543
1797,12.30489057,15.23919245,-4.731432346,-7.933926455
1798,17.12328123,10.48845939,-5.00343886,-8.023043506
1799,12.80281868,45.82523674,-4.498105226,-7.681370109
1800,13.42539598,10.02100541,-4.875782358,-7.923553402
1801,13.74532786,8.186714097,-4.864962333,-7.946885231
1802,63.18425379,43.09736759,-5.073690672,-8.209538957
1803,29.81292051,43.1611856,-4.80530606,-7.978065222
1804,62.1745505,18.76117543,-5.167006599,-8.138362545
1805,61.4858912,26.96533287,-4.995563891,-8.168773507
1806,31.01462533,94.33680714,-4.461070041,-7.492422197
